ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Среднерусский банк;Восточное ГО;7700002080;ПАО Бриз;Малые;Уварова Марина Ивановна;1;1;0;1;0;Отработан полностью;False;False;True;2;0;0,0;10;0,0
Среднерусский банк;Восточное ГО;7700002101;ООО Ярд;Микро;Уваров Кирилл Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;3;0;0,0;3;0,0
Среднерусский банк;Восточное ГО;7700002117;НКО Прогресс;Крупные;Уварова Марина Ивановна;1;1;0;0;0;Отработан полностью;False;False;False;180;0;0,0;439;0,0
Среднерусский банк;Восточное ГО;7700002160;МБУ Центр;Микро;Зайцева Ольга Олеговна;1;0;0;0;1;Не начат;False;False;False;5;0;0,0;10;0,0
Среднерусский банк;Восточное ГО;7700002236;ИП Лидер;Малые;Уваров Кирилл Сергеевич;1;1;1;0;0;Отработан полностью;False;False;True;11;9;81,8;29;31,0
Среднерусский банк;Восточное ГО;7700002240;МБУ Импульс;Средние;Уварова Марина Ивановна;1;0;0;0;1;Не начат;False;False;False;22;0;0,0;106;0,0
Среднерусский банк;Восточное ГО;7700002250;ООО Ресурс;Малые;Носов Геннадий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;14;0;0,0;35;0,0
Среднерусский банк;Восточное ГО;7700002326;ИП Бриз;Микро;Панов Иван Олегович;1;1;1;0;0;Отработан полностью;False;False;False;3;2;66,7;7;28,6
Среднерусский банк;Восточное ГО;7700002348;ПАО Новация;Средние;Уварова Марина Ивановна;1;1;0;0;0;Отработан полностью;False;False;True;36;0;0,0;138;0,0
Среднерусский банк;Восточное ГО;7700002374;МБУ Триумф;Микро;Уварова Марина Ивановна;1;1;0;0;0;Отработан полностью;False;False;True;1;0;0,0;1;0,0
Среднерусский банк;Восточное ГО;7700002418;НКО Бриз;Микро;Зайцева Ольга Олеговна;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;6;0,0
Среднерусский банк;Восточное ГО;7700002487;ИП Лидер;SBI;Уваров Кирилл Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;26;0;0,0;64;0,0
Среднерусский банк;Восточное ГО;7700002564;АО Прогресс;Крупнейшие;Зайцева Ольга Олеговна;2;2;1;0;0;Отработан полностью;False;False;False;2794;607;54,8;4036;15,0
Среднерусский банк;Восточное ГО;7700002588;ГБУЗ Каскад;Рег. госсектор;Панов Иван Олегович;1;1;0;0;0;Отработан полностью;False;False;False;45;0;0,0;105;0,0
Среднерусский банк;Восточное ГО;7700002599;АО Ресурс;Малые;Зайцева Ольга Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;9;0;0,0;24;0,0
Среднерусский банк;Восточное ГО;7700002620;НКО Уют;Микро;Уварова Марина Ивановна;1;1;0;0;0;Отработан полностью;False;False;True;1;0;0,0;6;0,0
Среднерусский банк;Восточное ГО;7700002650;ООО Магистраль;Микро;Уваров Кирилл Сергеевич;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;8;0,0
Среднерусский банк;Восточное ГО;7700002662;ПАО Каскад;Микро;Панов Иван Олегович;1;1;0;0;0;Отработан полностью;False;False;True;3;0;0,0;7;0,0
Среднерусский банк;Восточное ГО;7700002706;АО Каскад;Микро;Носов Геннадий Дмитриевич;2;0;0;0;2;Не начат;False;False;False;4;0;0,0;3;0,0
Среднерусский банк;Восточное ГО;7700002742;ПАО Магистраль;Микро;Уварова Марина Ивановна;2;1;0;0;1;Отработан частично;False;False;False;6;0;0,0;6;0,0
Среднерусский банк;Восточное ГО;7700002748;МБУ Эталон;Микро;Панов Иван Олегович;1;0;0;0;1;Не начат;False;False;False;7;0;0,0;9;0,0
Среднерусский банк;Восточное ГО;7700002803;НКО Триумф;Крупные;Зайцева Ольга Олеговна;1;1;0;0;0;Отработан полностью;False;False;False;371;0;0,0;697;0,0
Среднерусский банк;Восточное ГО;7700002829;АО Каскад;Микро;Панов Иван Олегович;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;7;0,0
Среднерусский банк;Восточное ГО;7700002835;НКО Прогресс;Малые;Панов Иван Олегович;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;13;0,0
Среднерусский банк;Восточное ГО;7700002880;ООО Химпром;Малые;Уваров Кирилл Сергеевич;2;1;0;0;1;Отработан частично;False;False;False;44;0;0,0;42;0,0
Среднерусский банк;Восточное ГО;7700002894;ГБУЗ Триумф;Малые;Зайцева Ольга Олеговна;2;0;0;0;2;Не начат;False;False;False;28;0;0,0;26;0,0
Среднерусский банк;Восточное ГО;7700002902;ИП Бриз;Средние;Уваров Кирилл Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;91;0;0,0;151;0,0
Среднерусский банк;Восточное ГО;7700002907;ООО Юпитер;Микро;Носов Геннадий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;2;0,0
Среднерусский банк;Восточное ГО;7700002919;ГБУЗ Триумф;Малые;Носов Геннадий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;12;0;0,0;19;0,0
Среднерусский банк;Восточное ГО;7700002929;МБУ Импульс;Микро;Панов Иван Олегович;1;1;1;0;0;Отработан полностью;False;False;True;3;2;66,7;6;33,3
Среднерусский банк;Восточное ГО;7700002948;ПАО Магистраль;Средние;Панов Иван Олегович;1;0;0;0;1;Не начат;False;False;False;28;0;0,0;53;0,0
Среднерусский банк;Восточное ГО;7700002969;АО Ярд;Малые;Уварова Марина Ивановна;1;1;0;1;0;Отработан полностью;False;False;True;2;0;0,0;12;0,0
Среднерусский банк;Восточное ГО;7700002999;ООО Бриз;Малые;Зайцева Ольга Олеговна;1;0;0;0;1;Не начат;False;False;False;6;0;0,0;21;0,0
Среднерусский банк;Восточное ГО;7700003029;ПАО Гранит;Средние;Уварова Марина Ивановна;1;1;0;0;0;Отработан полностью;False;False;True;24;0;0,0;113;0,0
Среднерусский банк;Восточное ГО;7700003039;МБУ Эталон;Микро;Уваров Кирилл Сергеевич;2;0;0;0;2;Не начат;False;False;False;12;0;0,0;11;0,0
Среднерусский банк;Восточное ГО;7700003055;АО Автодор;SBI;Зайцева Ольга Олеговна;1;1;1;0;0;Отработан полностью;False;False;False;21;10;47,6;75;13,3
Среднерусский банк;Восточное ГО;7700003097;МБУ Химпром;Микро;Носов Геннадий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;5;0;0,0;11;0,0
Среднерусский банк;Восточное ГО;7700003103;ООО Сатурн;Микро;Панов Иван Олегович;1;1;1;0;0;Отработан полностью;False;False;True;1;1;100,0;4;25,0
Среднерусский банк;Восточное ГО;7700003108;НКО Триумф;Микро;Уваров Кирилл Сергеевич;1;0;0;0;1;Не начат;False;False;False;3;0;0,0;14;0,0
Среднерусский банк;Восточное ГО;7700003146;АО Ресурс;Средние;Носов Геннадий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;False;29;0;0,0;72;0,0
Среднерусский банк;Восточное ГО;7700003153;ПАО Эталон;Малые;Панов Иван Олегович;1;0;0;0;1;Не начат;False;False;False;11;0;0,0;22;0,0
Среднерусский банк;Восточное ГО;7700003181;ГБУЗ Ресурс;Средние;Панов Иван Олегович;1;1;1;0;0;Отработан полностью;False;False;False;63;52;82,5;143;36,4
Среднерусский банк;Южное ГО;7700003211;НКО Ресурс;Крупные;Гусева Дарья Ивановна;1;0;0;0;1;Не начат;False;False;False;243;0;0,0;647;0,0
Среднерусский банк;Южное ГО;7700003213;НКО Вектор;Средние;Бирюкова Елена Викторовна;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;1;0,0
Среднерусский банк;Южное ГО;7700003222;ИП Вектор;Микро;Гусева Дарья Ивановна;1;0;0;0;1;Не начат;False;False;False;2;0;0,0;3;0,0
